stepcount_19,strategy_19,strat code_19,move_19,probabilities_19,utility_19,common_move_19,number_coop_19,number_defect_19,outcomes_19,u1_19,u2_19,u3_19,u4_19,m1_19,m2_19,m3_19,m4_19,uv_19,ps_19,nc_19,mutC_19,simP_19,avp1_19,avp2_19,avp3_19,avp4_19,globav_19,epsilon_19,alpha_19,mood_19
True,MOODYLEARN,9,"{20: 'D', 24: 'D', 18: 'D', 14: 'D'}","{20: 0.275, 24: 0.275, 18: 0.275, 14: 0.575}",0,['D'],0,8,"{20: ['D', 'D'], 24: ['D', 'D'], 18: ['D', 'D'], 14: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{20: [0, 20, 'NEUTRAL'], 24: [0, 24, 'NEUTRAL'], 18: ['D', 18, 'NEUTRAL'], 14: ['D', 14, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{20: 'D', 24: 'D', 18: 'D', 14: 'D'}","{20: 0.41000000000000003, 24: 0.41000000000000003, 18: 0.41000000000000003, 14: 0.71}",4,['D'],4,0,"{20: ['D', 'D'], 24: ['D', 'D'], 18: ['D', 'D'], 14: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{20: ['D', 20, 'NEUTRAL'], 24: ['D', 24, 'NEUTRAL'], 18: ['D', 18, 'NEUTRAL'], 14: ['D', 14, 'NEUTRAL']}",4,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.0050000000000000044, 24: 0.0050000000000000044, 18: 0.41000000000000003, 14: 0.30499999999999994}",8,['C'],3,1,"{20: ['C', 'C'], 24: ['C', 'C'], 18: ['C', 'D'], 14: ['C', 'C']}",5,5,2,5,1,1,1,1,0.135,"{20: ['C', 20, 'NEUTRAL'], 24: ['C', 24, 'NEUTRAL'], 18: ['D', 18, 'HIGH'], 14: ['C', 14, 'NEUTRAL']}",3,3,12,1.25,1.25,0.5,1.25,1.0625,0.5,0.1,66.68365322380505
4,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'D'}","{20: 0.001, 24: 0.0050000000000000044, 18: 0.0050000000000000044, 14: 0.001}",17,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['D', 'C']}",8,5,5,10,1,1,1,2,0.135,"{20: ['C', 20, 'NEUTRAL'], 24: ['D', 24, 'NEUTRAL'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,2,16,1.6,1,1,2,1.4,0.5,0.1,77.69778861250668
5,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.0050000000000000044, 18: 0.0050000000000000044, 14: 0.001}",28,['C'],3,1,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'D'], 14: ['C', 'D']}",11,5,5,10,1,1,1,1,0.135,"{20: ['C', 20, 'NEUTRAL'], 24: ['D', 24, 'HIGH'], 18: ['D', 18, 'HIGH'], 14: ['D', 14, 'HIGH']}",3,1,20,1.8333333333333333,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.2916666666666667,0.09999999999999998,0.1,80.20066245123306
6,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'D', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",31,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'C'], 18: ['D', 'C'], 14: ['C', 'C']}",14,8,10,13,1,1,2,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['C', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,24,2,1.1428571428571428,1.4285714285714286,1.8571428571428572,1.6071428571428572,0.09999999999999998,0.1,93.90616188099979
7,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",45,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",17,8,13,16,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,28,2.125,1,1.625,2,1.6875,0.09999999999999998,0.1,99.999
8,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",54,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",20,8,16,19,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,32,2.2222222222222223,0.8888888888888888,1.7777777777777777,2.111111111111111,1.75,0.09999999999999998,0.1,99.999
9,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",63,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",23,8,19,22,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,36,2.3,0.8,1.9,2.2,1.8,0.09999999999999998,0.1,99.999
10,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",72,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",26,8,22,25,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,40,2.3636363636363638,0.7272727272727273,2,2.272727272727273,1.840909090909091,0.09999999999999998,0.1,99.999
11,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",81,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",29,8,25,28,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,44,2.4166666666666665,0.6666666666666666,2.0833333333333335,2.3333333333333335,1.875,0.09999999999999998,0.1,99.999
12,MOODYLEARN,9,"{20: 'C', 24: 'C', 18: 'C', 14: 'C'}","{20: 0.001, 24: 0.001, 18: 0.001, 14: 0.001}",90,['C'],4,0,"{20: ['C', 'C'], 24: ['C', 'D'], 18: ['C', 'C'], 14: ['C', 'C']}",32,8,28,31,1,1,1,1,0.135,"{20: ['C', 20, 'HIGH'], 24: ['D', 24, 'HIGH'], 18: ['C', 18, 'HIGH'], 14: ['C', 14, 'HIGH']}",4,3,48,2.4615384615384617,0.6153846153846154,2.1538461538461537,2.3846153846153846,1.9038461538461537,0.09999999999999998,0.1,99.999
