stepcount_24,strategy_24,strat code_24,move_24,probabilities_24,utility_24,common_move_24,number_coop_24,number_defect_24,outcomes_24,u1_24,u2_24,u3_24,u4_24,m1_24,m2_24,m3_24,m4_24,uv_24,ps_24,nc_24,mutC_24,simP_24,avp1_24,avp2_24,avp3_24,avp4_24,globav_24,epsilon_24,alpha_24,mood_24
True,MOODYLEARN,9,"{25: 'D', 23: 'D', 19: 'D'}","{25: 0.26, 23: 0.26, 19: 0.26}",0,['D'],0,6,"{25: ['D', 'D'], 23: ['D', 'D'], 19: ['D', 'D']}",1,1,1,None,2,2,2,None,0.06,"{25: [0, 25, 'NEUTRAL'], 23: ['D', 23, 'NEUTRAL'], 19: ['D', 19, 'NEUTRAL']}",0,0,3,0.5,0.5,0.5,None,0.5,0.5,0.1,52.75
2,MOODYLEARN,9,"{25: 'D', 23: 'D', 19: 'D'}","{25: 0.365, 23: 0.365, 19: 0.365}",3,['D'],3,0,"{25: ['D', 'D'], 23: ['D', 'D'], 19: ['D', 'D']}",2,2,2,None,2,2,2,None,0.105,"{25: ['D', 25, 'NEUTRAL'], 23: ['D', 23, 'NEUTRAL'], 19: ['D', 19, 'NEUTRAL']}",3,0,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,None,0.6666666666666666,0.5,0.1,55.82875
3,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'C'}","{25: 0.365, 23: 0.04999999999999999, 19: 0.04999999999999999}",6,['C'],1,2,"{25: ['C', 'D'], 23: ['C', 'C'], 19: ['C', 'C']}",2,5,5,None,1,1,1,None,0.105,"{25: ['D', 25, 'NEUTRAL'], 23: ['C', 23, 'NEUTRAL'], 19: ['C', 19, 'NEUTRAL']}",1,2,9,0.5,1.25,1.25,None,1.0,0.5,0.1,61.75513125
4,MOODYLEARN,9,"{25: 'D', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",12,['D'],1,2,"{25: ['D', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",7,8,10,None,2,1,2,None,0.105,"{25: ['C', 25, 'NEUTRAL'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",1,1,12,1.4,1.6,2,None,1.6666666666666667,0.5,0.1,74.92506146728125
5,MOODYLEARN,9,"{25: 'D', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",25,['D'],2,1,"{25: ['D', 'C'], 23: ['C', 'D'], 19: ['D', 'C']}",12,8,15,None,2,1,2,None,0.105,"{25: ['C', 25, 'NEUTRAL'], 23: ['D', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,0,15,2,1.3333333333333333,2.5,None,1.9444444444444444,0.09999999999999998,0.1,85.24431579611547
6,MOODYLEARN,9,"{25: 'D', 23: 'C', 19: 'C'}","{25: 0.001, 23: 0.001, 19: 0.001}",35,['C'],2,1,"{25: ['D', 'C'], 23: ['C', 'C'], 19: ['C', 'C']}",17,11,18,None,2,1,1,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,18,2.4285714285714284,1.5714285714285714,2.5714285714285716,None,2.1904761904761907,0.0001,0.1,96.45699125202988
7,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",46,['C'],2,1,"{25: ['C', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",20,14,23,None,1,1,2,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,21,2.5,1.75,2.875,None,2.375,0.0001,0.1,99.999
8,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",57,['C'],2,1,"{25: ['C', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",23,17,28,None,1,1,2,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,24,2.5555555555555554,1.8888888888888888,3.111111111111111,None,2.5185185185185186,0.0001,0.1,99.999
9,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",68,['C'],2,1,"{25: ['C', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",26,20,33,None,1,1,2,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,27,2.6,2,3.3,None,2.6333333333333333,0.0001,0.1,99.999
10,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",79,['C'],2,1,"{25: ['C', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",29,23,38,None,1,1,2,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,30,2.6363636363636362,2.090909090909091,3.4545454545454546,None,2.727272727272727,0.0001,0.1,99.999
11,MOODYLEARN,9,"{25: 'C', 23: 'C', 19: 'D'}","{25: 0.001, 23: 0.001, 19: 0.001}",90,['C'],2,1,"{25: ['C', 'C'], 23: ['C', 'C'], 19: ['D', 'C']}",32,26,43,None,1,1,2,None,0.105,"{25: ['C', 25, 'HIGH'], 23: ['C', 23, 'HIGH'], 19: ['C', 19, 'HIGH']}",2,2,33,2.6666666666666665,2.1666666666666665,3.5833333333333335,None,2.8055555555555554,0.0001,0.1,99.999
