stepcount_21,strategy_21,strat code_21,move_21,probabilities_21,utility_21,common_move_21,number_coop_21,number_defect_21,outcomes_21,u1_21,u2_21,u3_21,u4_21,m1_21,m2_21,m3_21,m4_21,uv_21,ps_21,nc_21,mutC_21,simP_21,avp1_21,avp2_21,avp3_21,avp4_21,globav_21,epsilon_21,alpha_21,mood_21
True,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.245, 16: 0.245}",0,['D'],0,4,"{22: ['D', 'D'], 16: ['D', 'D']}",1,1,None,None,2,2,None,None,0.045,"{22: [0, 22, 'NEUTRAL'], 16: ['D', 16, 'NEUTRAL']}",0,0,2,0.5,0.5,None,None,0.5,0.5,0.1,51.75
2,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.32, 16: 0.32}",2,['D'],1,1,"{22: ['D', 'D'], 16: ['D', 'D']}",2,2,None,None,2,2,None,None,0.075,"{22: ['D', 22, 'NEUTRAL'], 16: ['D', 16, 'NEUTRAL']}",1,0,4,0.6666666666666666,0.6666666666666666,None,None,0.6666666666666666,0.5,0.1,53.83041666666667
3,MOODYLEARN,9,"{22: 'D', 16: 'C'}","{22: 0.395, 16: 0.32}",4,Eq,1,1,"{22: ['D', 'D'], 16: ['C', 'D']}",3,2,None,None,2,1,None,None,0.075,"{22: ['D', 22, 'NEUTRAL'], 16: ['D', 16, 'NEUTRAL']}",1,0,6,0.75,0.5,None,None,0.625,0.5,0.1,54.30475246093751
4,MOODYLEARN,9,"{22: 'D', 16: 'C'}","{22: 0.47000000000000003, 16: 0.09500000000000003}",5,Eq,1,1,"{22: ['D', 'D'], 16: ['C', 'C']}",4,5,None,None,2,1,None,None,0.075,"{22: ['D', 22, 'NEUTRAL'], 16: ['C', 16, 'HIGH']}",1,1,8,0.8,1,None,None,0.9,0.5,0.1,57.880876085554114
5,MOODYLEARN,9,"{22: 'C', 16: 'D'}","{22: 0.47000000000000003, 16: 0.001}",9,Eq,1,1,"{22: ['C', 'D'], 16: ['D', 'C']}",4,10,None,None,1,2,None,None,0.075,"{22: ['D', 22, 'NEUTRAL'], 16: ['C', 16, 'HIGH']}",1,0,10,0.6666666666666666,1.6666666666666667,None,None,1.1666666666666667,0.5,0.1,62.82471725366819
6,MOODYLEARN,9,"{22: 'D', 16: 'C'}","{22: 0.545, 16: 0.001}",14,Eq,2,0,"{22: ['D', 'D'], 16: ['C', 'D']}",5,10,None,None,2,1,None,None,0.075,"{22: ['D', 22, 'HIGH'], 16: ['D', 16, 'HIGH']}",2,0,12,0.7142857142857143,1.4285714285714286,None,None,1.0714285714285714,0.5,0.1,63.27214450170683
7,MOODYLEARN,9,"{22: 'C', 16: 'C'}","{22: 0.545, 16: 0.001}",15,['C'],1,1,"{22: ['C', 'D'], 16: ['C', 'C']}",5,13,None,None,1,1,None,None,0.075,"{22: ['D', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",1,1,14,0.625,1.625,None,None,1.125,0.5,0.1,65.74561626077427
8,MOODYLEARN,9,"{22: 'C', 16: 'D'}","{22: 0.545, 16: 0.001}",18,Eq,0,2,"{22: ['C', 'D'], 16: ['D', 'C']}",5,18,None,None,1,2,None,None,0.075,"{22: ['D', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,16,0.5555555555555556,2,None,None,1.2777777777777777,0.5,0.1,70.29364869754838
9,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.17000000000000004, 16: 0.076}",23,['D'],1,1,"{22: ['D', 'C'], 16: ['D', 'D']}",10,19,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH']}",1,0,18,1,1.9,None,None,1.45,0.09999999999999998,0.1,75.93057107051841
10,MOODYLEARN,9,"{22: 'D', 16: 'C'}","{22: 0.001, 16: 0.001}",29,Eq,1,1,"{22: ['D', 'C'], 16: ['C', 'C']}",15,22,None,None,2,1,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",1,1,20,1.3636363636363635,2,None,None,1.6818181818181817,0.0001,0.1,83.77740197733081
11,MOODYLEARN,9,"{22: 'C', 16: 'D'}","{22: 0.001, 16: 0.001}",37,Eq,0,2,"{22: ['C', 'C'], 16: ['D', 'C']}",18,27,None,None,1,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,1,22,1.5,2.25,None,None,1.875,0.0001,0.1,91.78109385073601
12,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",45,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",23,32,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,24,1.7692307692307692,2.4615384615384617,None,None,2.1153846153846154,0.0001,0.1,99.999
13,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",55,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",28,37,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,26,2,2.642857142857143,None,None,2.321428571428571,0.0001,0.1,99.999
14,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",65,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",33,42,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,28,2.2,2.8,None,None,2.5,0.0001,0.1,99.999
15,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",75,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",38,47,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,30,2.375,2.9375,None,None,2.65625,0.0001,0.1,99.999
16,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",85,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",43,52,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,32,2.5294117647058822,3.0588235294117645,None,None,2.7941176470588234,0.0001,0.1,99.999
17,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",95,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",48,57,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,34,2.6666666666666665,3.1666666666666665,None,None,2.9166666666666665,0.0001,0.1,99.999
18,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",105,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",53,62,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,36,2.789473684210526,3.263157894736842,None,None,3.026315789473684,0.0001,0.1,99.999
19,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",115,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",58,67,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,38,2.9,3.35,None,None,3.125,0.0001,0.1,99.999
20,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",125,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",63,72,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,40,3,3.4285714285714284,None,None,3.2142857142857144,0.0001,0.1,99.999
21,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",135,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",68,77,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,42,3.090909090909091,3.5,None,None,3.2954545454545454,0.0001,0.1,99.999
22,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",145,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",73,82,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,44,3.1739130434782608,3.5652173913043477,None,None,3.369565217391304,0.0001,0.1,99.999
23,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",155,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",78,87,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,46,3.25,3.625,None,None,3.4375,0.0001,0.1,99.999
24,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",165,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",83,92,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,48,3.32,3.68,None,None,3.5,0.0001,0.1,99.999
25,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",175,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",88,97,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,50,3.3846153846153846,3.730769230769231,None,None,3.5576923076923075,0.0001,0.1,99.999
26,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",185,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",93,102,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,52,3.4444444444444446,3.7777777777777777,None,None,3.611111111111111,0.0001,0.1,99.999
27,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",195,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",98,107,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,54,3.5,3.8214285714285716,None,None,3.6607142857142856,0.0001,0.1,99.999
28,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",205,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",103,112,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,56,3.5517241379310347,3.8620689655172415,None,None,3.706896551724138,0.0001,0.1,99.999
29,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",215,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",108,117,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,58,3.6,3.9,None,None,3.75,0.0001,0.1,99.999
30,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",225,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",113,122,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,60,3.6451612903225805,3.935483870967742,None,None,3.790322580645161,0.0001,0.1,99.999
31,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",235,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",118,127,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,62,3.6875,3.96875,None,None,3.828125,0.0001,0.1,99.999
32,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",245,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",123,132,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,64,3.727272727272727,4,None,None,3.8636363636363633,0.0001,0.1,99.999
33,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",255,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",128,137,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,66,3.764705882352941,4.029411764705882,None,None,3.8970588235294117,0.0001,0.1,99.999
34,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",265,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",133,142,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,68,3.8,4.057142857142857,None,None,3.9285714285714284,0.0001,0.1,99.999
35,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",275,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",138,147,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,70,3.8333333333333335,4.083333333333333,None,None,3.958333333333333,0.0001,0.1,99.999
36,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",285,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",143,152,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,72,3.864864864864865,4.108108108108108,None,None,3.9864864864864864,0.0001,0.1,99.999
37,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",295,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",148,157,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,74,3.8947368421052633,4.131578947368421,None,None,4.0131578947368425,0.0001,0.1,99.999
38,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",305,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",153,162,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,76,3.923076923076923,4.153846153846154,None,None,4.038461538461538,0.0001,0.1,99.999
39,MOODYLEARN,9,"{22: 'D', 16: 'D'}","{22: 0.001, 16: 0.001}",315,['D'],0,2,"{22: ['D', 'C'], 16: ['D', 'C']}",158,167,None,None,2,2,None,None,0.075,"{22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH']}",0,0,78,3.95,4.175,None,None,4.0625,0.0001,0.1,99.999
