stepcount_11,strategy_11,strat code_11,move_11,probabilities_11,utility_11,common_move_11,number_coop_11,number_defect_11,outcomes_11,u1_11,u2_11,u3_11,u4_11,m1_11,m2_11,m3_11,m4_11,uv_11,ps_11,nc_11,mutC_11,simP_11,avp1_11,avp2_11,avp3_11,avp4_11,globav_11,epsilon_11,alpha_11,mood_11
True,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.020000000000000018, 16: 0.020000000000000018, 6: 0.020000000000000018}",0,['C'],6,0,"{12: ['C', 'C'], 16: ['C', 'C'], 6: ['C', 'C']}",3,3,3,None,1,1,1,None,0.06,"{12: [0, 12, 'NEUTRAL'], 16: [0, 16, 'NEUTRAL'], 6: ['C', 6, 'NEUTRAL']}",6,3,3,1.5,1.5,1.5,None,1.5,0.5,0.1,57.53375
2,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",9,['C'],2,1,"{12: ['C', 'C'], 16: ['C', 'C'], 6: ['C', 'C']}",6,6,6,None,1,1,1,None,0.105,"{12: ['C', 12, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 6: ['C', 6, 'NEUTRAL']}",2,3,6,2,2,2,None,2,0.5,0.1,66.94235084375
3,MOODYLEARN,9,"{12: 'C', 16: 'D', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",18,['C'],3,0,"{12: ['C', 'C'], 16: ['D', 'C'], 6: ['C', 'D']}",9,11,6,None,1,2,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['C', 16, 'NEUTRAL'], 6: ['D', 6, 'HIGH']}",3,1,9,2.25,2.75,1.5,None,2.1666666666666665,0.5,0.1,74.94043009819572
4,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",26,['C'],2,1,"{12: ['C', 'D'], 16: ['C', 'D'], 6: ['C', 'C']}",9,11,9,None,1,1,1,None,0.105,"{12: ['D', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",2,1,12,1.8,2.2,1.8,None,1.9333333333333333,0.0001,0.1,77.75390708339616
5,MOODYLEARN,9,"{12: 'D', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",29,['C'],3,0,"{12: ['D', 'C'], 16: ['C', 'C'], 6: ['C', 'C']}",14,14,12,None,2,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['C', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,15,2.3333333333333335,2.3333333333333335,2,None,2.2222222222222223,0.0001,0.1,88.55383540375625
6,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",40,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",17,14,15,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,18,2.4285714285714284,2,2.142857142857143,None,2.1904761904761902,0.0001,0.1,94.47616624628094
7,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",46,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'C'], 6: ['C', 'C']}",20,17,18,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['C', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,3,21,2.5,2.125,2.25,None,2.2916666666666665,0.0001,0.1,99.999
8,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",55,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",23,17,21,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,24,2.5555555555555554,1.8888888888888888,2.3333333333333335,None,2.259259259259259,0.0001,0.1,99.999
9,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",61,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'C'], 6: ['C', 'C']}",26,20,24,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['C', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,3,27,2.6,2,2.4,None,2.3333333333333335,0.0001,0.1,99.999
10,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",70,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",29,20,27,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,30,2.6363636363636362,1.8181818181818181,2.4545454545454546,None,2.3030303030303028,0.0001,0.1,99.999
11,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",76,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",32,20,30,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,33,2.6666666666666665,1.6666666666666667,2.5,None,2.2777777777777777,0.0001,0.1,99.999
12,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",82,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",35,20,33,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,36,2.6923076923076925,1.5384615384615385,2.5384615384615383,None,2.2564102564102564,0.0001,0.1,99.999
13,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",88,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",38,20,36,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,39,2.7142857142857144,1.4285714285714286,2.5714285714285716,None,2.238095238095238,0.0001,0.1,99.999
14,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",94,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",41,20,39,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,42,2.7333333333333334,1.3333333333333333,2.6,None,2.2222222222222223,0.0001,0.1,99.999
15,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",100,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",44,20,42,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,45,2.75,1.25,2.625,None,2.2083333333333335,0.0001,0.1,99.999
16,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",106,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",47,20,45,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,48,2.764705882352941,1.1764705882352942,2.6470588235294117,None,2.196078431372549,0.0001,0.1,99.999
17,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",112,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",50,20,48,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,51,2.7777777777777777,1.1111111111111112,2.6666666666666665,None,2.185185185185185,0.0001,0.1,99.999
18,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",118,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",53,20,51,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,54,2.789473684210526,1.0526315789473684,2.6842105263157894,None,2.1754385964912277,0.0001,0.1,99.999
19,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",124,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",56,20,54,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,57,2.8,1,2.7,None,2.1666666666666665,0.0001,0.1,99.999
20,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",130,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",59,20,57,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,60,2.8095238095238093,0.9523809523809523,2.7142857142857144,None,2.1587301587301586,0.0001,0.1,99.999
21,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",136,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",62,20,60,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,63,2.8181818181818183,0.9090909090909091,2.727272727272727,None,2.1515151515151514,0.0001,0.1,99.999
22,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",142,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",65,20,63,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,66,2.8260869565217392,0.8695652173913043,2.739130434782609,None,2.1449275362318843,0.0001,0.1,99.999
23,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",148,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",68,20,66,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,69,2.8333333333333335,0.8333333333333334,2.75,None,2.138888888888889,0.0001,0.1,99.999
24,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",154,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",71,20,69,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,72,2.84,0.8,2.76,None,2.1333333333333333,0.0001,0.1,99.999
25,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",160,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",74,20,72,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,75,2.8461538461538463,0.7692307692307693,2.769230769230769,None,2.128205128205128,0.0001,0.1,99.999
26,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",166,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",77,20,75,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,78,2.8518518518518516,0.7407407407407407,2.7777777777777777,None,2.1234567901234565,0.0001,0.1,99.999
27,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",172,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",80,20,78,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,81,2.857142857142857,0.7142857142857143,2.7857142857142856,None,2.119047619047619,0.0001,0.1,99.999
28,MOODYLEARN,9,"{12: 'C', 16: 'C', 6: 'C'}","{12: 0.001, 16: 0.001, 6: 0.001}",178,['C'],3,0,"{12: ['C', 'C'], 16: ['C', 'D'], 6: ['C', 'C']}",83,20,81,None,1,1,1,None,0.105,"{12: ['C', 12, 'HIGH'], 16: ['D', 16, 'HIGH'], 6: ['C', 6, 'HIGH']}",3,2,84,2.8620689655172415,0.6896551724137931,2.793103448275862,None,2.1149425287356323,0.0001,0.1,99.999
